Sample ID;Group;Vaccine Description;RhCMV Status;vaccine route of inoculation;protectionStatus;AnimalID;Time_Point;Sex;Age;Study Event;PAXgene Sample Collection Date
G105_O06_ABL2_A3_35889_D7;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35889;D7;male;;D7 of prime;
G141_O06_ABL2_A3_35889_D98;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35889;D98;male;;D0 of boost;2017-09-07
G177_O06_ABL2_A3_35889_D101;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35889;D101;male;;D3 of boost;
G213_O06_ABL2_A3_35889_D105;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35889;D105;male;;D7 of boost;
G391_O06_ABL2_A3_35889_D462;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35889;PreChal (D462);male;;PreChallenge;
G034_O06_ABL2_A3_35910_D0;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;35910;D0;male;;baseline;
G070_O06_ABL2_A3_35910_D3;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;35910;D3;male;;D3 of prime;
G106_O06_ABL2_A3_35910_D7;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;35910;D7;male;;D7 of prime;
G142_O06_ABL2_A3_35910_D98;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;35910;D98;male;;D0 of boost;2017-09-07
G178_O06_ABL2_A3_35910_D101;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;35910;D101;male;;D3 of boost;
G214_O06_ABL2_A3_35910_D105;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;35910;D105;male;;D7 of boost;
G392_O06_ABL2_A3_35910_D462;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;35910;PreChal (D462);male;;PreChallenge;
G035_O06_ABL2_A3_35913_D0;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35913;D0;male;;baseline;
G071_O06_ABL2_A3_35913_D3;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35913;D3;male;;D3 of prime;
G107_O06_ABL2_A3_35913_D7;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35913;D7;male;;D7 of prime;
G143_O06_ABL2_A3_35913_D98;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35913;D98;male;;D0 of boost;2017-09-07
G179_O06_ABL2_A3_35913_D101;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35913;D101;male;;D3 of boost;
G215_O06_ABL2_A3_35913_D105;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35913;D105;male;;D7 of boost;
G393_O06_ABL2_A3_35913_D462;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35913;PreChal (D462);male;;PreChallenge;
G036_O06_ABL2_A3_35914_D0;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35914;D0;male;;baseline;
G072_O06_ABL2_A3_35914_D3;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35914;D3;male;;D3 of prime;
G108_O06_ABL2_A3_35914_D7;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35914;D7;male;;D7 of prime;
G144_O06_ABL2_A3_35914_D98;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35914;D98;male;;D0 of boost;2017-09-07
G180_O06_ABL2_A3_35914_D101;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35914;D101;male;;D3 of boost;
G216_O06_ABL2_A3_35914_D105;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35914;D105;male;;D7 of boost;
G394_O06_ABL2_A3_35914_D462;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35914;PreChal (D462);male;;PreChallenge;
G217_O06_ABL2_B_35919_D0;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35919;D0;male;;baseline;
G227_O06_ABL2_B_35919_D3;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35919;D3;male;;D3 of prime;
G237_O06_ABL2_B_35919_D7;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35919;D7;male;;D7 of prime;
G247_O06_ABL2_B_35919_D98;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35919;D98;male;;D0 of boost;2017-09-27
G257_O06_ABL2_B_35919_D101;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35919;D101;male;;D3 of boost;
G267_O06_ABL2_B_35919_D105;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35919;D105;male;;D7 of boost;
G405_O06_ABL2_B_35919_D448;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35919;PreChal (D448);male;;PreChallenge;
G218_O06_ABL2_B_35920_D0;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35920;D0;male;;baseline;
G228_O06_ABL2_B_35920_D3;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35920;D3;male;;D3 of prime;
G238_O06_ABL2_B_35920_D7;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35920;D7;male;;D7 of prime;
G248_O06_ABL2_B_35920_D98;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35920;D98;male;;D0 of boost;2017-09-27
G258_O06_ABL2_B_35920_D101;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35920;D101;male;;D3 of boost;
G268_O06_ABL2_B_35920_D105;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35920;D105;male;;D7 of boost;
G406_O06_ABL2_B_35920_D448;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35920;PreChal (D448);male;;PreChallenge;
G219_O06_ABL2_B_35922_D0;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35922;D0;male;;baseline;
G229_O06_ABL2_B_35922_D3;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35922;D3;male;;D3 of prime;
G239_O06_ABL2_B_35922_D7;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35922;D7;male;;D7 of prime;
G249_O06_ABL2_B_35922_D98;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35922;D98;male;;D0 of boost;2017-09-27
G259_O06_ABL2_B_35922_D101;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35922;D101;male;;D3 of boost;
G269_O06_ABL2_B_35922_D105;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35922;D105;male;;D7 of boost;
G407_O06_ABL2_B_35922_D448;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35922;PreChal (D448);male;;PreChallenge;
G220_O06_ABL2_B_35923_D0;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35923;D0;male;;baseline;
G230_O06_ABL2_B_35923_D3;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35923;D3;male;;D3 of prime;
G240_O06_ABL2_B_35923_D7;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35923;D7;male;;D7 of prime;
G250_O06_ABL2_B_35923_D98;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35923;D98;male;;D0 of boost;2017-09-27
G260_O06_ABL2_B_35923_D101;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35923;D101;male;;D3 of boost;
G270_O06_ABL2_B_35923_D105;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35923;D105;male;;D7 of boost;
G408_O06_ABL2_B_35923_D448;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35923;PreChal (D448);male;;PreChallenge;
G221_O06_ABL2_B_35924_D0;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35924;D0;male;;baseline;
G231_O06_ABL2_B_35924_D3;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35924;D3;male;;D3 of prime;
G241_O06_ABL2_B_35924_D7;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35924;D7;male;;D7 of prime;
G251_O06_ABL2_B_35924_D98;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35924;D98;male;;D0 of boost;2017-09-27
G261_O06_ABL2_B_35924_D101;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35924;D101;male;;D3 of boost;
G271_O06_ABL2_B_35924_D105;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35924;D105;male;;D7 of boost;
G409_O06_ABL2_B_35924_D448;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35924;PreChal (D448);male;;PreChallenge;
G222_O06_ABL2_B_35925_D0;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35925;D0;male;;baseline;
G232_O06_ABL2_B_35925_D3;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35925;D3;male;;D3 of prime;
G242_O06_ABL2_B_35925_D7;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35925;D7;male;;D7 of prime;
G252_O06_ABL2_B_35925_D98;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35925;D98;male;;D0 of boost;2017-09-27
G262_O06_ABL2_B_35925_D101;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35925;D101;male;;D3 of boost;
G272_O06_ABL2_B_35925_D105;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35925;D105;male;;D7 of boost;
G410_O06_ABL2_B_35925_D448;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35925;PreChal (D448);male;;PreChallenge;
G223_O06_ABL2_B_35926_D0;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35926;D0;male;;baseline;
G233_O06_ABL2_B_35926_D3;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35926;D3;male;;D3 of prime;
G243_O06_ABL2_B_35926_D7;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35926;D7;male;;D7 of prime;
G253_O06_ABL2_B_35926_D98;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35926;D98;male;;D0 of boost;2017-09-27
G263_O06_ABL2_B_35926_D101;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35926;D101;male;;D3 of boost;
G273_O06_ABL2_B_35926_D105;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35926;D105;male;;D7 of boost;
G411_O06_ABL2_B_35926_D448;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35926;PreChal (D448);male;;PreChallenge;
G224_O06_ABL2_B_35927_D0;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35927;D0;male;;baseline;
G234_O06_ABL2_B_35927_D3;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35927;D3;male;;D3 of prime;
G244_O06_ABL2_B_35927_D7;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35927;D7;male;;D7 of prime;
G254_O06_ABL2_B_35927_D98;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35927;D98;male;;D0 of boost;2017-09-27
G264_O06_ABL2_B_35927_D101;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35927;D101;male;;D3 of boost;
G274_O06_ABL2_B_35927_D105;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35927;D105;male;;D7 of boost;
G412_O06_ABL2_B_35927_D448;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;NonProt;35927;PreChal (D448);male;;PreChallenge;
G225_O06_ABL2_B_35928_D0;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35928;D0;male;;baseline;
G235_O06_ABL2_B_35928_D3;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35928;D3;male;;D3 of prime;
G245_O06_ABL2_B_35928_D7;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35928;D7;male;;D7 of prime;
G255_O06_ABL2_B_35928_D98;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35928;D98;male;;D0 of boost;2017-09-27
G265_O06_ABL2_B_35928_D101;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35928;D101;male;;D3 of boost;
G275_O06_ABL2_B_35928_D105;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35928;D105;male;;D7 of boost;
G413_O06_ABL2_B_35928_D448;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35928;PreChal (D448);male;;PreChallenge;
G226_O06_ABL2_B_35929_D0;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35929;D0;male;;baseline;
G236_O06_ABL2_B_35929_D3;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35929;D3;male;;D3 of prime;
G246_O06_ABL2_B_35929_D7;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35929;D7;male;;D7 of prime;
G256_O06_ABL2_B_35929_D98;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35929;D98;male;;D0 of boost;2017-09-27
G266_O06_ABL2_B_35929_D101;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35929;D101;male;;D3 of boost;
G276_O06_ABL2_B_35929_D105;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35929;D105;male;;D7 of boost;
G414_O06_ABL2_B_35929_D448;ABL2_B;RhCMV 68-1 ?pp71 RhCMV/SIVgag/RTN/pol;RhCMVpos;SubQ;Prot;35929;PreChal (D448);male;;PreChallenge;
